InvoiceNo,StockCode,Description,Quantity,InvoiceDate,UnitPrice,CustomerID,Country
574317,17038,PORCELAIN BUDAH INCENSE HOLDER,100,2011-11-03 18:49:00,0.1,17078.0,United Kingdom
C548972,22784,LANTERN CREAM GAZEBO ,-3,2011-04-05 11:42:00,4.95,15674.0,United Kingdom
574883,22693,GROW A FLYTRAP OR SUNFLOWER IN TIN,48,2011-11-07 13:56:00,1.25,14623.0,United Kingdom
573315,22748,POPPY'S PLAYHOUSE KITCHEN,1,2011-10-28 17:27:00,2.1,17839.0,United Kingdom
572127,22221,CAKE STAND LOVEBIRD 2 TIER PINK,2,2011-10-21 09:20:00,9.95,14911.0,EIRE
555280,22296,HEART IVORY TRELLIS LARGE,12,2011-06-02 09:02:00,1.65,17162.0,United Kingdom
550819,82482,WOODEN PICTURE FRAME WHITE FINISH,4,2011-04-20 17:37:00,2.55,17530.0,United Kingdom
540813,85177,BASKET OF FLOWERS SEWING KIT,6,2011-01-11 12:41:00,0.85,14669.0,United Kingdom
553870,84947,ANTIQUE SILVER TEA GLASS ENGRAVED,24,2011-05-19 14:29:00,1.25,17980.0,United Kingdom
566193,20914,SET/5 RED RETROSPOT LID GLASS BOWLS,6,2011-09-09 13:37:00,2.95,14961.0,United Kingdom
544681,22998,TRAVEL CARD WALLET KEEP CALM,5,2011-02-22 16:28:00,0.83,,United Kingdom
554824,47590B,PINK HAPPY BIRTHDAY BUNTING,12,2011-05-26 14:21:00,5.45,15785.0,United Kingdom
570690,22598,CHRISTMAS MUSICAL ZINC TREE,3,2011-10-11 16:37:00,0.83,,United Kingdom
556459,20667,CHERRY BLOSSOM PURSE,1,2011-06-10 17:25:00,2.46,,United Kingdom
541130,21094,SET/6 RED SPOTTY PAPER PLATES,3,2011-01-14 10:15:00,2.46,,United Kingdom
571270,23427,STOOL HOME SWEET HOME ,1,2011-10-16 12:09:00,12.5,12940.0,United Kingdom
564342,23168,CLASSIC CAFE SUGAR DISPENSER,1,2011-08-24 14:53:00,1.25,16340.0,United Kingdom
562850,20725,LUNCH BAG RED RETROSPOT,100,2011-08-10 10:08:00,1.45,14680.0,United Kingdom
558367,84828,JUNGLE POPSICLES ICE LOLLY MOULDS,12,2011-06-28 15:31:00,1.25,16550.0,United Kingdom
539395,22923,FRIDGE MAGNETS LES ENFANTS ASSORTED,36,2010-12-17 11:52:00,0.85,12471.0,Germany
537030,22587,FELTCRAFT HAIRBAND RED AND BLUE,12,2010-12-03 16:44:00,0.85,16455.0,United Kingdom
C556640,22283,6 EGG HOUSE PAINTED WOOD,-2,2011-06-13 15:44:00,7.95,13148.0,United Kingdom
539317,22443,GROW YOUR OWN HERBS SET OF 3,1,2010-12-16 19:04:00,7.95,17392.0,United Kingdom
577405,22468,BABUSHKA LIGHTS STRING OF 10,4,2011-11-20 10:29:00,6.75,14116.0,United Kingdom
544887,22750,FELTCRAFT PRINCESS LOLA DOLL,4,2011-02-24 11:54:00,3.75,17364.0,United Kingdom
580729,21810,CHRISTMAS HANGING STAR WITH BELL,14,2011-12-05 17:24:00,0.83,,United Kingdom
575693,23080,RED METAL BOX TOP SECRET,2,2011-11-10 16:36:00,8.25,16979.0,United Kingdom
560434,21442,GREEN BIRDHOUSE DECORATION,2,2011-07-18 15:56:00,1.63,,United Kingdom
556728,23245,SET OF 3 REGENCY CAKE TINS,1,2011-06-14 11:36:00,4.95,15719.0,United Kingdom
539451,22910,PAPER CHAIN KIT VINTAGE CHRISTMAS,9,2010-12-17 16:59:00,3.36,,United Kingdom
580752,22750,FELTCRAFT PRINCESS LOLA DOLL,4,2011-12-06 09:56:00,3.75,12478.0,Greece
545445,22301,COFFEE MUG CAT + BIRD DESIGN,6,2011-03-02 16:26:00,2.55,17738.0,United Kingdom
547655,22956,36 FOIL HEART CAKE CASES,6,2011-03-24 12:52:00,2.1,14267.0,United Kingdom
557612,20840,FRENCH FLORAL CUSHION COVER ,24,2011-06-21 12:40:00,0.85,14460.0,United Kingdom
560034,23198,PANTRY MAGNETIC  SHOPPING LIST,12,2011-07-14 13:35:00,1.45,13933.0,United Kingdom
567579,23394,POSTE FRANCE CUSHION COVER,4,2011-09-21 10:48:00,3.75,18228.0,United Kingdom
567818,23321,SMALL WHITE HEART OF WICKER,8,2011-09-22 12:41:00,1.65,14395.0,United Kingdom
551963,85132A,CHARLIE + LOLA BISCUITS TINS,48,2011-05-05 12:52:00,1.95,13266.0,United Kingdom
540096,21617,4 LILY  BOTANICAL DINNER CANDLES,12,2011-01-04 15:43:00,1.25,13253.0,United Kingdom
568310,23180,MUM'S KITCHEN CLOCK,4,2011-09-26 12:48:00,4.95,14911.0,EIRE
544684,22558,CLOTHES PEGS RETROSPOT PACK 24 ,3,2011-02-22 16:32:00,2.46,,United Kingdom
564746,23032,DRAWER KNOB CRACKLE GLAZE IVORY,6,2011-08-28 15:58:00,1.65,17633.0,United Kingdom
539737,22207,FRYING PAN UNION FLAG,3,2010-12-21 15:19:00,8.47,,United Kingdom
561205,21992,VINTAGE PAISLEY STATIONERY SET,12,2011-07-25 15:48:00,1.25,17693.0,United Kingdom
574532,22736,RIBBON REEL MAKING SNOWMEN ,10,2011-11-04 14:19:00,1.65,15676.0,United Kingdom
554808,82582,AREA PATROLLED METAL SIGN,3,2011-05-26 13:01:00,2.1,17059.0,United Kingdom
550477,22692,DOORMAT WELCOME TO OUR HOME,2,2011-04-18 14:01:00,7.95,17338.0,United Kingdom
557324,22653,BUTTON BOX ,1,2011-06-20 09:41:00,4.13,,United Kingdom
580695,22144,CHRISTMAS CRAFT LITTLE FRIENDS,1,2011-12-05 16:03:00,2.1,13230.0,United Kingdom
539439,85062,PEARL CRYSTAL PUMPKIN T-LIGHT HLDR,12,2010-12-17 15:14:00,1.65,13869.0,United Kingdom
568543,84920,,-21,2011-09-27 14:33:00,0.0,,United Kingdom
571562,22382,LUNCH BAG SPACEBOY DESIGN ,20,2011-10-18 10:04:00,1.65,14156.0,EIRE
552560,22084,PAPER CHAIN KIT EMPIRE,6,2011-05-10 11:48:00,2.95,17581.0,United Kingdom
551997,22367,CHILDRENS APRON SPACEBOY DESIGN,2,2011-05-05 15:47:00,4.13,,United Kingdom
541987,84378,SET OF 3 HEART COOKIE CUTTERS,2,2011-01-24 16:05:00,1.25,14130.0,United Kingdom
559052,21905,MORE BUTTER METAL SIGN ,1,2011-07-05 16:53:00,1.63,,United Kingdom
536590,21340,CLASSIC METAL BIRDCAGE PLANT HOLDER,1,2010-12-01 16:52:00,12.75,13065.0,United Kingdom
537645,22947,WOODEN ADVENT CALENDAR RED,1,2010-12-07 15:34:00,34.0,,United Kingdom
565766,22171,3 HOOK PHOTO SHELF ANTIQUE WHITE,1,2011-09-06 14:23:00,8.5,17841.0,United Kingdom
566976,22943,CHRISTMAS LIGHTS 10 VINTAGE BAUBLES,12,2011-09-16 09:27:00,4.95,15382.0,United Kingdom
540185,22052,VINTAGE CARAVAN GIFT WRAP,25,2011-01-05 13:40:00,0.42,14653.0,United Kingdom
544434,22212,FOUR HOOK  WHITE LOVEBIRDS,1,2011-02-18 16:12:00,4.13,,United Kingdom
574103,85066,CREAM SWEETHEART MINI CHEST,2,2011-11-03 10:30:00,12.75,13636.0,United Kingdom
569148,21791,VINTAGE HEADS AND TAILS CARD GAME ,12,2011-09-30 15:52:00,1.25,16613.0,United Kingdom
553199,20686,DOLLY MIXTURE CHILDREN'S UMBRELLA,2,2011-05-15 15:13:00,3.25,17758.0,United Kingdom
537463,21124,SET/10 BLUE POLKADOT PARTY CANDLES,24,2010-12-07 10:08:00,1.25,12681.0,France
560366,21829,DINOSAUR KEYRINGS ASSORTED,36,2011-07-18 12:19:00,0.21,16859.0,United Kingdom
546983,22464,HANGING METAL HEART LANTERN,12,2011-03-18 12:27:00,1.65,16626.0,United Kingdom
553769,23444,,200,2011-05-19 10:48:00,0.0,,United Kingdom
565767,84031A,CHARLIE+LOLA RED HOT WATER BOTTLE ,1,2011-09-06 14:28:00,4.96,,United Kingdom
569415,21936,RED RETROSPOT PICNIC BAG,1,2011-10-04 10:14:00,5.79,,United Kingdom
538566,84029E,RED WOOLLY HOTTIE WHITE HEART.,2,2010-12-13 11:21:00,7.62,,United Kingdom
573137,22028,PENNY FARTHING BIRTHDAY CARD,2,2011-10-27 17:15:00,0.83,,United Kingdom
558637,22315,200 RED + WHITE BENDY STRAWS,1,2011-06-30 20:08:00,1.25,17891.0,United Kingdom
570466,22798,ANTIQUE GLASS DRESSING TABLE POT,2,2011-10-10 16:03:00,2.95,16791.0,United Kingdom
573633,84879,ASSORTED COLOUR BIRD ORNAMENT,8,2011-10-31 15:48:00,3.12,,United Kingdom
537223,22112,CHOCOLATE HOT WATER BOTTLE,6,2010-12-05 16:10:00,4.95,13579.0,United Kingdom
569523,23512,EMBROIDERED RIBBON REEL ROSIE,1,2011-10-04 14:41:00,2.08,16033.0,United Kingdom
576381,22699,ROSES REGENCY TEACUP AND SAUCER ,6,2011-11-15 09:26:00,2.95,12839.0,United Kingdom
548458,22690,DOORMAT HOME SWEET HOME BLUE ,2,2011-03-31 11:53:00,7.95,15632.0,United Kingdom
574481,21094,SET/6 RED SPOTTY PAPER PLATES,3,2011-11-04 12:45:00,0.85,18022.0,United Kingdom
574251,23402,HOME SWEET HOME 3 PEG HANGER ,8,2011-11-03 13:22:00,3.75,18205.0,United Kingdom
547880,21137,BLACK RECORD COVER FRAME,12,2011-03-27 16:05:00,3.75,15426.0,United Kingdom
537823,21494,ROTATING LEAVES T-LIGHT HOLDER,1,2010-12-08 14:25:00,5.06,,United Kingdom
551821,84970S,HANGING HEART ZINC T-LIGHT HOLDER,12,2011-05-04 12:20:00,0.85,16942.0,United Kingdom
570242,23048,SET OF 10 LANTERNS FAIRY LIGHT STAR,200,2011-10-09 15:40:00,3.75,16380.0,United Kingdom
578285,20728,LUNCH BAG CARS BLUE,1,2011-11-23 13:57:00,1.65,12748.0,United Kingdom
580974,22865,HAND WARMER OWL DESIGN,12,2011-12-06 15:17:00,2.1,14293.0,United Kingdom
545688,22773,GREEN DRAWER KNOB ACRYLIC EDWARDIAN,12,2011-03-06 12:42:00,1.25,16033.0,United Kingdom
580043,23395,BELLE JARDINIERE CUSHION COVER,2,2011-12-01 12:25:00,3.75,14527.0,United Kingdom
541883,22413,METAL SIGN TAKE IT OR LEAVE IT ,12,2011-01-24 10:56:00,2.95,13408.0,United Kingdom
C557637,22778,GLASS CLOCHE SMALL,-1,2011-06-21 16:00:00,3.95,13630.0,United Kingdom
578289,23157,SET OF 6 NATIVITY MAGNETS ,2,2011-11-23 14:07:00,2.08,17841.0,United Kingdom
556721,21175,GIN + TONIC DIET METAL SIGN,12,2011-06-14 11:23:00,2.55,15218.0,United Kingdom
571443,22940,FELTCRAFT CHRISTMAS FAIRY,3,2011-10-17 13:43:00,4.25,17785.0,United Kingdom
576394,21770,OPEN CLOSED METAL SIGN,36,2011-11-15 10:32:00,4.25,12415.0,Australia
546522,22328,ROUND SNACK BOXES SET OF 4 FRUITS ,6,2011-03-14 12:41:00,2.95,13319.0,United Kingdom
572514,20774,,-4,2011-10-24 14:36:00,0.0,,United Kingdom
542255,21535,RED RETROSPOT SMALL MILK JUG,1,2011-01-26 16:43:00,4.96,,United Kingdom
544311,22602,RETROSPOT WOODEN HEART DECORATION,1,2011-02-17 14:19:00,0.85,17841.0,United Kingdom
540247,84879,ASSORTED COLOUR BIRD ORNAMENT,8,2011-01-05 15:56:00,1.69,15464.0,United Kingdom
574660,22558,CLOTHES PEGS RETROSPOT PACK 24 ,1,2011-11-06 11:55:00,1.65,15407.0,United Kingdom
544201,84509a,SET OF 4 ENGLISH ROSE PLACEMATS,1,2011-02-17 10:11:00,7.46,,United Kingdom
564066,23240,SET OF 4 KNICK KNACK TINS DOILY ,6,2011-08-22 15:05:00,4.15,17703.0,United Kingdom
544434,22549,PICTURE DOMINOES,1,2011-02-18 16:12:00,3.29,,United Kingdom
554546,22713,CARD I LOVE LONDON ,7,2011-05-25 09:37:00,0.42,,United Kingdom
538057,22418,10 COLOUR SPACEBOY PEN,24,2010-12-09 13:38:00,0.85,13102.0,United Kingdom
568705,23284,DOORMAT KEEP CALM AND COME IN,20,2011-09-28 15:31:00,7.08,14434.0,United Kingdom
558738,21828,EIGHT PIECE SNAKE  SET,12,2011-07-01 15:35:00,1.25,12922.0,United Kingdom
550541,85198,ASSORTED FARMYARD ANIMALS IN BUCKET,2,2011-04-19 11:33:00,1.63,,United Kingdom
570473,23122,PARTY CHARMS 50 PIECES,1,2011-10-10 16:41:00,0.83,,United Kingdom
568675,20724,RED RETROSPOT CHARLOTTE BAG,30,2011-09-28 13:32:00,0.72,14298.0,United Kingdom
574672,23307,SET OF 60 PANTRY DESIGN CAKE CASES ,2,2011-11-06 12:25:00,0.55,13532.0,United Kingdom
569202,22650,CERAMIC PIRATE CHEST MONEY BANK,1,2011-09-30 17:22:00,3.29,,United Kingdom
565932,22082,RIBBON REEL STRIPES DESIGN ,5,2011-09-08 10:35:00,1.65,16418.0,United Kingdom
565232,22135,MINI LADLE LOVE HEART PINK,1,2011-09-02 09:30:00,0.83,,United Kingdom
563858,22913,RED COAT RACK PARIS FASHION,3,2011-08-19 16:04:00,4.95,18170.0,United Kingdom
560996,47566,PARTY BUNTING,2,2011-07-22 13:53:00,4.95,17625.0,United Kingdom
570841,85099B,JUMBO BAG RED RETROSPOT,20,2011-10-12 14:18:00,2.08,12553.0,France
541568,22371,AIRLINE BAG VINTAGE TOKYO 78,12,2011-01-19 12:07:00,3.75,15606.0,United Kingdom
575955,22158,3 HEARTS HANGING DECORATION RUSTIC,1,2011-11-13 12:05:00,2.95,14044.0,United Kingdom
537254,22578,WOODEN STAR CHRISTMAS SCANDINAVIAN,1,2010-12-06 11:01:00,0.85,15898.0,United Kingdom
561651,21447,12 IVORY ROSE PEG PLACE SETTINGS,7,2011-07-28 15:36:00,2.46,,United Kingdom
543492,22986,GINGHAM ROSE WRAP,25,2011-02-09 10:41:00,0.42,12720.0,Germany
574573,22605,WOODEN CROQUET GARDEN SET,1,2011-11-04 16:35:00,14.95,14592.0,United Kingdom
566249,20972,PINK CREAM FELT CRAFT TRINKET BOX ,6,2011-09-11 12:09:00,1.25,13527.0,United Kingdom
558066,22385,JUMBO BAG SPACEBOY DESIGN,1,2011-06-24 15:45:00,4.13,,United Kingdom
543919,20725,LUNCH BAG RED RETROSPOT,10,2011-02-14 14:03:00,1.65,13157.0,United Kingdom
555488,22189,CREAM HEART CARD HOLDER,1,2011-06-03 13:43:00,3.95,16942.0,United Kingdom
571442,22558,CLOTHES PEGS RETROSPOT PACK 24 ,3,2011-10-17 13:39:00,1.65,17049.0,United Kingdom
550352,20829,GLITTER HANGING BUTTERFLY STRING,2,2011-04-18 10:21:00,2.1,16719.0,United Kingdom
580729,23379,PACK OF 12 RED APPLE TISSUES,1,2011-12-05 17:24:00,0.83,,United Kingdom
557892,22845,VINTAGE CREAM CAT FOOD CONTAINER,2,2011-06-23 14:11:00,6.35,14534.0,United Kingdom
544070,47567B,TEA TIME KITCHEN APRON,6,2011-02-15 14:19:00,5.95,15370.0,United Kingdom
537240,22961,JAM MAKING SET PRINTED,6,2010-12-06 10:08:00,3.36,,United Kingdom
559810,23313,VINTAGE CHRISTMAS BUNTING,5,2011-07-12 15:15:00,4.95,16168.0,United Kingdom
C538341,21056,DOCTOR'S BAG SOFT TOY,-1,2010-12-10 14:03:00,8.95,15514.0,United Kingdom
562715,22595,GINGHAM HEART DECORATION,10,2011-08-08 15:34:00,1.63,,United Kingdom
555604,22758,LARGE PURPLE BABUSHKA NOTEBOOK  ,12,2011-06-06 11:37:00,1.25,16612.0,United Kingdom
571283,21872,GLAMOROUS  MUG,2,2011-10-16 13:51:00,1.25,16533.0,United Kingdom
546105,22859,EASTER TIN BUNNY BOUQUET,1,2011-03-09 12:21:00,1.65,14662.0,United Kingdom
542114,22926,IVORY GIANT GARDEN THERMOMETER,4,2011-01-25 14:00:00,5.95,16943.0,United Kingdom
542148,16161U,WRAP SUKI AND FRIENDS,25,2011-01-26 10:10:00,0.42,14060.0,United Kingdom
576339,21932,SCANDINAVIAN PAISLEY PICNIC BAG,1,2011-11-14 15:27:00,2.46,14096.0,United Kingdom
546949,85096,HILDA CANDY SPOT RABBIT,1,2011-03-18 11:22:00,3.75,,United Kingdom
565317,85099B,JUMBO BAG RED RETROSPOT,30,2011-09-02 13:00:00,2.08,12921.0,United Kingdom
575340,22027,TEA PARTY BIRTHDAY CARD,12,2011-11-09 14:31:00,0.42,15485.0,United Kingdom
556455,79321,CHILLI LIGHTS,24,2011-06-10 16:46:00,4.95,15856.0,United Kingdom
544303,20856,DENIM PATCH PURSE PINK BUTTERFLY,1,2011-02-17 13:28:00,1.65,18116.0,United Kingdom
568910,21790,VINTAGE SNAP CARDS,12,2011-09-29 13:39:00,0.85,16574.0,United Kingdom
578508,22596,CHRISTMAS STAR WISH LIST CHALKBOARD,1,2011-11-24 13:06:00,1.25,16892.0,United Kingdom
577051,23431,NATURAL HANGING QUILTED HEARTS ,1,2011-11-17 14:02:00,0.83,14034.0,United Kingdom
546383,35922,EASTER BUNNY WREATH,5,2011-03-11 12:54:00,4.95,13654.0,United Kingdom
550208,21930,JUMBO STORAGE BAG SKULLS,1,2011-04-15 10:39:00,4.96,,United Kingdom
538566,22097,SWALLOW SQUARE TISSUE BOX,1,2010-12-13 11:21:00,2.51,,United Kingdom
570880,22630,DOLLY GIRL LUNCH BOX,12,2011-10-13 09:16:00,1.95,14291.0,United Kingdom
581498,22734,SET OF 6 RIBBONS VINTAGE CHRISTMAS,5,2011-12-09 10:26:00,5.79,,United Kingdom
547548,21559,STRAWBERRY LUNCH BOX WITH CUTLERY,1,2011-03-23 15:37:00,2.55,15644.0,United Kingdom
581492,23538,WALL ART VINTAGE HEART,1,2011-12-09 10:03:00,10.79,,United Kingdom
550630,84596B,SMALL DOLLY MIX DESIGN ORANGE BOWL,24,2011-04-19 14:49:00,0.42,14298.0,United Kingdom
581402,22632,HAND WARMER RED RETROSPOT,8,2011-12-08 13:45:00,2.1,14653.0,United Kingdom
570872,84050,PINK HEART SHAPE EGG FRYING PAN,2,2011-10-12 16:40:00,4.13,,United Kingdom
569414,22110,BIRD HOUSE HOT WATER BOTTLE,2,2011-10-04 10:11:00,8.29,,United Kingdom
569848,23108,SET OF 10 LED DOLLY LIGHTS,4,2011-10-06 13:48:00,6.25,16316.0,United Kingdom
578429,23294,SET OF 6 SNACK LOAF BAKING CASES,8,2011-11-24 12:12:00,0.83,16271.0,United Kingdom
558777,23089,GLASS BON BON JAR,1,2011-07-04 10:23:00,3.29,,United Kingdom
574683,22548,HEADS AND TAILS SPORTING FUN,1,2011-11-06 12:50:00,1.25,16372.0,United Kingdom
571038,48184,DOORMAT ENGLISH ROSE ,1,2011-10-13 12:58:00,8.25,15511.0,United Kingdom
537626,21171,BATHROOM METAL SIGN ,12,2010-12-07 14:57:00,1.45,12347.0,Iceland
540239,22328,ROUND SNACK BOXES SET OF 4 FRUITS ,6,2011-01-05 14:48:00,2.95,12682.0,France
537240,21913,VINTAGE SEASIDE JIGSAW PUZZLES,1,2010-12-06 10:08:00,7.62,,United Kingdom
577729,15036,ASSORTED COLOURS SILK FAN,24,2011-11-21 12:53:00,0.83,15179.0,United Kingdom
565838,22759,SET OF 3 NOTEBOOKS IN PARCEL,12,2011-09-07 11:43:00,1.65,15071.0,United Kingdom
548504,48185,DOORMAT FAIRY CAKE,2,2011-03-31 14:33:00,14.13,,United Kingdom
558927,22384,LUNCH BAG PINK POLKADOT,10,2011-07-05 10:23:00,1.65,18177.0,United Kingdom
558475,22718,CARD CAT AND TREE ,1,2011-06-29 15:58:00,0.83,,United Kingdom
581219,22133,PINK LOVE HEART SHAPE CUP,1,2011-12-08 09:28:00,1.63,,United Kingdom
538524,22740,POLKADOT PEN,1,2010-12-13 09:35:00,1.66,,United Kingdom
568326,21891,TRADITIONAL WOODEN SKIPPING ROPE,12,2011-09-26 14:00:00,1.45,13200.0,United Kingdom
569673,85053,FRENCH ENAMEL CANDLEHOLDER,3,2011-10-05 13:58:00,2.1,17222.0,United Kingdom
537240,22114,HOT WATER BOTTLE TEA AND SYMPATHY,9,2010-12-06 10:08:00,8.47,,United Kingdom
551542,22771,CLEAR DRAWER KNOB ACRYLIC EDWARDIAN,24,2011-05-03 09:05:00,1.25,14732.0,United Kingdom
537081,21915,RED  HARMONICA IN BOX ,36,2010-12-05 12:00:00,1.25,15332.0,Lithuania
566821,23344,JUMBO BAG 50'S CHRISTMAS ,20,2011-09-15 11:33:00,2.08,14227.0,United Kingdom
576362,23313,VINTAGE CHRISTMAS BUNTING,5,2011-11-14 17:11:00,4.95,14755.0,United Kingdom
575070,21756,BATH BUILDING BLOCK WORD,1,2011-11-08 12:58:00,6.25,17841.0,United Kingdom
542423,22970,LONDON BUS COFFEE MUG,24,2011-01-28 09:09:00,2.55,15057.0,United Kingdom
561678,23168,CLASSIC CAFE SUGAR DISPENSER,1,2011-07-28 18:33:00,1.25,17931.0,United Kingdom
556474,23322,LARGE WHITE HEART OF WICKER,4,2011-06-12 12:01:00,2.95,16007.0,United Kingdom
553006,22556,PLASTERS IN TIN CIRCUS PARADE ,12,2011-05-12 16:45:00,1.65,15544.0,United Kingdom
547042,84029G,KNITTED UNION FLAG HOT WATER BOTTLE,1,2011-03-20 11:00:00,7.46,,United Kingdom
549439,85123A,WHITE HANGING HEART T-LIGHT HOLDER,18,2011-04-08 12:42:00,2.95,13562.0,United Kingdom
557622,22743,MAKE YOUR OWN FLOWERPOWER CARD KIT,3,2011-06-21 14:15:00,2.95,17960.0,United Kingdom
562584,84945,MULTI COLOUR SILVER T-LIGHT HOLDER,48,2011-08-07 14:16:00,0.85,13752.0,United Kingdom
553014,85132B,CHARLIE AND LOLA TABLE TINS,2,2011-05-12 18:49:00,1.95,13451.0,United Kingdom
578065,22961,JAM MAKING SET PRINTED,8,2011-11-22 15:41:00,3.29,,United Kingdom
542129,22776,SWEETHEART CAKESTAND 3 TIER,1,2011-01-25 15:18:00,9.95,13002.0,United Kingdom
558475,21217,RED RETROSPOT ROUND CAKE TINS,1,2011-06-29 15:58:00,20.79,,United Kingdom
562779,21917,SET 12 KIDS  WHITE CHALK STICKS,3,2011-08-09 12:58:00,0.42,17841.0,United Kingdom
542622,21201,TROPICAL  HONEYCOMB PAPER GARLAND ,1,2011-01-31 09:09:00,4.96,,United Kingdom
560434,23050,RECYCLED ACAPULCO MAT GREEN,1,2011-07-18 15:56:00,16.63,,United Kingdom
567807,23148,MINIATURE ANTIQUE ROSE HOOK IVORY,10,2011-09-22 12:23:00,0.83,17027.0,United Kingdom
560692,22667,RECIPE BOX RETROSPOT ,2,2011-07-20 12:01:00,2.95,14704.0,United Kingdom
556280,84879,ASSORTED COLOUR BIRD ORNAMENT,8,2011-06-09 20:03:00,1.69,14584.0,United Kingdom
545568,82484,WOOD BLACK BOARD ANT WHITE FINISH,1,2011-03-03 16:22:00,16.63,,United Kingdom
574329,23303,SET 4 PICNIC CUTLERY FONDANT,10,2011-11-04 09:07:00,1.95,12362.0,Belgium
580058,23199,JUMBO BAG APPLES,10,2011-12-01 13:19:00,2.08,14367.0,United Kingdom
546866,22720,SET OF 3 CAKE TINS PANTRY DESIGN ,3,2011-03-17 15:47:00,4.95,14462.0,United Kingdom
569653,85054,FRENCH ENAMEL POT W LID,12,2011-10-05 12:52:00,2.95,12451.0,Switzerland
548870,22078,RIBBON REEL LACE DESIGN ,1,2011-04-04 14:41:00,2.1,14606.0,United Kingdom
547548,22312,OFFICE MUG WARMER POLKADOT,1,2011-03-23 15:37:00,2.95,15644.0,United Kingdom
549439,20685,DOORMAT RED RETROSPOT,2,2011-04-08 12:42:00,7.95,13562.0,United Kingdom
539437,21801,CHRISTMAS TREE DECORATION WITH BELL,21,2010-12-17 14:54:00,0.43,,United Kingdom
555866,16052,TEATIME PUSH DOWN RUBBER,48,2011-06-07 14:38:00,0.19,16841.0,United Kingdom
553768,84997a,CHILDRENS CUTLERY POLKADOT GREEN ,1,2011-05-19 10:47:00,8.29,,United Kingdom
541497,21494,ROTATING LEAVES T-LIGHT HOLDER,7,2011-01-18 15:19:00,1.63,,United Kingdom
564054,22728,ALARM CLOCK BAKELIKE PINK,400,2011-08-22 13:55:00,3.39,17857.0,United Kingdom
551471,21212,PACK OF 72 RETROSPOT CAKE CASES,2,2011-04-28 16:40:00,0.55,16370.0,United Kingdom
579777,23399,HOME SWEET HOME HANGING HEART,9,2011-11-30 15:13:00,2.08,,United Kingdom
571712,23188,VINTAGE  2 METRE FOLDING RULER,6,2011-10-18 16:46:00,1.65,14056.0,United Kingdom
556577,23245,SET OF 3 REGENCY CAKE TINS,2,2011-06-13 14:12:00,4.95,17579.0,United Kingdom
557888,47566,PARTY BUNTING,1,2011-06-23 13:51:00,4.95,14656.0,United Kingdom
550320,22457,NATURAL SLATE HEART CHALKBOARD ,6,2011-04-17 12:38:00,2.95,12748.0,United Kingdom
544467,85062,PEARL CRYSTAL PUMPKIN T-LIGHT HLDR,2,2011-02-20 15:51:00,1.65,14502.0,United Kingdom
541132,21174,POTTERING IN THE SHED METAL SIGN,1,2011-01-14 10:17:00,4.13,,United Kingdom
546986,21985,PACK OF 12 HEARTS DESIGN TISSUES ,24,2011-03-18 12:56:00,0.29,14194.0,United Kingdom
537534,22516,CHILDS GARDEN RAKE BLUE,1,2010-12-07 11:48:00,0.0,,United Kingdom
545550,20749,ASSORTED COLOUR MINI CASES,3,2011-03-03 15:11:00,7.95,18041.0,United Kingdom
572652,22151,PLACE SETTING WHITE HEART,24,2011-10-25 12:11:00,0.42,15805.0,United Kingdom
562046,23256,CHILDRENS CUTLERY SPACEBOY ,4,2011-08-02 10:34:00,4.15,12378.0,Switzerland
577319,22579,WOODEN TREE CHRISTMAS SCANDINAVIAN,2,2011-11-18 13:43:00,0.29,17301.0,United Kingdom
577078,22995,TRAVEL CARD WALLET SUKI,1,2011-11-17 15:17:00,0.83,,United Kingdom
562955,23165,LARGE CERAMIC TOP STORAGE JAR,3,2011-08-11 10:14:00,3.29,,United Kingdom
555637,22138,BAKING SET 9 PIECE RETROSPOT ,6,2011-06-06 12:47:00,4.95,12535.0,France
578508,21733,RED HANGING HEART T-LIGHT HOLDER,1,2011-11-24 13:06:00,2.95,16892.0,United Kingdom
568326,16008,SMALL FOLDING SCISSOR(POINTED EDGE),24,2011-09-26 14:00:00,0.12,13200.0,United Kingdom
577768,22994,TRAVEL CARD WALLET RETROSPOT,1,2011-11-21 15:18:00,0.83,,United Kingdom
539740,82581,TOILET METAL SIGN,1,2010-12-21 15:20:00,1.28,,United Kingdom
580050,22791,T-LIGHT GLASS FLUTED ANTIQUE,10,2011-12-01 12:54:00,1.25,14960.0,United Kingdom
570209,22835,HOT WATER BOTTLE I AM SO POORLY,2,2011-10-09 10:29:00,4.95,16326.0,United Kingdom
553544,21936,RED RETROSPOT PICNIC BAG,1,2011-05-17 15:36:00,5.79,,United Kingdom
537370,20972,PINK CREAM FELT CRAFT TRINKET BOX ,5,2010-12-06 12:44:00,1.25,13155.0,United Kingdom
564972,23084,RABBIT NIGHT LIGHT,24,2011-08-31 15:30:00,1.79,12621.0,Germany
566319,23354,6 GIFT TAGS 50'S CHRISTMAS ,24,2011-09-12 11:25:00,0.83,13431.0,United Kingdom
536592,37370,RETRO COFFEE MUGS ASSORTED,1,2010-12-01 17:06:00,16.13,,United Kingdom
567853,22371,AIRLINE BAG VINTAGE TOKYO 78,1,2011-09-22 13:31:00,4.25,15484.0,United Kingdom
545667,85016,SET OF 6 VINTAGE NOTELETS KIT,1,2011-03-04 16:07:00,2.46,,United Kingdom
